"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"38","Upregulated","GO:0022618","protein-RNA complex assembly","29/546","178/6447",0.162921348314607,1.92372515125324,3.80130134796812,0.00041606994035974,0.0144130894724618,0.013105360874489,"YKL009W/YGR085C/YNL302C/YML024W/YLR075W/YIL148W/YKR094C/YMR186W/YOL121C/YLR264W/YDR447C/YEL054C/YLR009W/YOR369C/YPR102C/YLR448W/YLR325C/YMR260C/YNL175C/YNCG0045C/YBR048W/YKL006W/YJR014W/YNCG0044C/YKL074C/YJR055W/YNCE0011C/YPL211W/YNCL0006W",29
"39","Upregulated","GO:0098655","monoatomic cation transmembrane transport","29/546","178/6447",0.162921348314607,1.92372515125324,3.80130134796812,0.00041606994035974,0.0144130894724618,0.013105360874489,"YNR072W/YDR536W/YEL069C/YKL016C/YDR322C-A/YDL004W/YNL052W/YPL271W/YGL187C/YJR121W/YDL067C/YKL217W/YDR529C/YPL078C/YER053C/YLR295C/YHR051W/YER145C/YPR191W/YML081C-A/YLR038C/YLR395C/YMR058W/YPR020W/YDR135C/YOL077W-A/YMR256C/YLR136C/YJL214W",29
"40","Upregulated","GO:0006555","methionine metabolic process","10/546","35/6447",0.285714285714286,3.37362637362637,4.28280487929781,0.000458182734877142,0.0154751218704755,0.0140710329368849,"YLR303W/YER052C/YPR167C/YKL001C/YDR380W/YLL062C/YIR017C/YNL277W/YPL273W/YHR137W",10
"41","Upregulated","GO:0034220","monoatomic ion transmembrane transport","30/546","188/6447",0.159574468085106,1.8842062193126,3.74247302560907,0.00047817521893797,0.015756456604517,0.014326841604637,"YNR072W/YDR536W/YEL069C/YKL016C/YBR294W/YDR322C-A/YDL004W/YNL052W/YPL271W/YGL187C/YJR121W/YDL067C/YKL217W/YDR529C/YPL078C/YER053C/YLR295C/YHR051W/YER145C/YPR191W/YML081C-A/YLR038C/YLR395C/YMR058W/YPR020W/YDR135C/YOL077W-A/YMR256C/YLR136C/YJL214W",30
"42","Upregulated","GO:0098660","inorganic ion transmembrane transport","31/546","198/6447",0.156565656565657,1.8486790986791,3.6893469945657,0.000541741665324807,0.0171231634874048,0.0155695444230796,"YNR072W/YDR536W/YEL069C/YKL016C/YBR294W/YDR322C-A/YDL004W/YNL052W/YPL271W/YGL187C/YJR121W/YDL067C/YKL217W/YDR529C/YPL078C/YER053C/YLR295C/YHR051W/YER145C/YPR191W/YML081C-A/YLR038C/YLR395C/YJR077C/YMR058W/YPR020W/YDR135C/YOL077W-A/YMR256C/YLR136C/YJL214W",31
"43","Upregulated","GO:0009070","serine family amino acid biosynthetic process","8/546","24/6447",0.333333333333333,3.93589743589744,4.38284592932072,0.000545000762367438,0.0171231634874048,0.0155695444230796,"YAL012W/YLR303W/YER052C/YPR167C/YKL001C/YIL074C/YLR058C/YIR017C",8
"44","Upregulated","GO:0045039","protein insertion into mitochondrial inner membrane","6/546","14/6447",0.428571428571429,5.06043956043956,4.62603545701887,0.000596961281813934,0.0177815194538907,0.0161681664285251,"YHR005C-A/YBR091C/YJR135W-A/YGR181W/YEL020W-A/YPL098C",6
"45","Upregulated","GO:0019400","alditol metabolic process","7/546","19/6447",0.368421052631579,4.3502024291498,4.44824378092609,0.000613943356875963,0.0177815194538907,0.0161681664285251,"YNR073C/YIL155C/YPL201C/YHL032C/YEL070W/YJR159W/YFL053W",7
"46","Upregulated","GO:1990542","mitochondrial transmembrane transport","14/546","63/6447",0.222222222222222,2.62393162393162,3.93976428951961,0.000629181132332534,0.0177815194538907,0.0161681664285251,"YOR020C/YBL030C/YJR045C/YGR243W/YMR241W/YLR259C/YER053C/YOR045W/YJR077C/YMR203W/YOR222W/YLR008C/YGL080W/YPL098C",14
"47","Upregulated","GO:0008652","amino acid biosynthetic process","22/546","124/6447",0.17741935483871,2.09491315136476,3.74461858606746,0.000630204973546293,0.0177815194538907,0.0161681664285251,"YAL012W/YLR303W/YOR375C/YER052C/YPR167C/YKL001C/YNL037C/YOL058W/YOR136W/YIL074C/YGR124W/YDR354W/YGL148W/YLL062C/YER055C/YLR058C/YJL200C/YIR017C/YNL277W/YLR438W/YPL273W/YHR137W",22
"48","Upregulated","GO:1901607","alpha-amino acid biosynthetic process","21/546","116/6447",0.181034482758621,2.13759946949602,3.76063239922802,0.000631763829597895,0.0177815194538907,0.0161681664285251,"YAL012W/YLR303W/YOR375C/YER052C/YPR167C/YKL001C/YNL037C/YOL058W/YOR136W/YIL074C/YGR124W/YDR354W/YLL062C/YER055C/YLR058C/YJL200C/YIR017C/YNL277W/YLR438W/YPL273W/YHR137W",21
"49","Upregulated","GO:0022900","electron transport chain","11/546","43/6447",0.255813953488372,3.02057245080501,4.04353920402217,0.000681075889130742,0.0187782352288905,0.0170744481764893,"YJR048W/YNL052W/YGL187C/YDL067C/YDR529C/YOR356W/YHR051W/YPR191W/YLR395C/YPL252C/YMR256C",11
"50","Upregulated","GO:0170038","proteinogenic amino acid biosynthetic process","20/546","109/6447",0.18348623853211,2.16654904728299,3.73610264533674,0.00070750763742666,0.0191168563632683,0.0173823455342508,"YLR303W/YOR375C/YER052C/YPR167C/YKL001C/YNL037C/YOL058W/YOR136W/YIL074C/YGR124W/YDR354W/YLL062C/YER055C/YLR058C/YJL200C/YIR017C/YNL277W/YLR438W/YPL273W/YHR137W",20
"51","Upregulated","GO:0019344","cysteine biosynthetic process","5/546","10/6447",0.5,5.90384615384615,4.7203450586864,0.000752310456678769,0.0195456043648657,0.0177721923672899,"YAL012W/YLR303W/YPR167C/YKL001C/YIR017C",5
"52","Upregulated","GO:0044092","negative regulation of molecular function","5/546","10/6447",0.5,5.90384615384615,4.7203450586864,0.000752310456678769,0.0195456043648657,0.0177721923672899,"YDL181W/YPR052C/YDR098C/YIL138C/YDL130W-A",5
"53","Upregulated","GO:0009165","nucleotide biosynthetic process","19/546","102/6447",0.186274509803922,2.19947209653092,3.71409567243242,0.000788474218054206,0.0199062579253006,0.0181001231047768,"YKL016C/YDR322C-A/YDL004W/YPL271W/YJR121W/YPL078C/YLR295C/YDR226W/YML081C-A/YKR080W/YDL166C/YOR128C/YPR020W/YDR400W/YOL077W-A/YML022W/YGL234W/YBR252W/YER170W",19
