"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","41/1031","86/5557",0.476744186046512,2.56960954593644,7.00100964404438,5.41732985513709e-10,7.71723262090892e-08,7.04512083553235e-08,"YJL052W/YMR145C/YIL155C/YCR012W/YLR446W/YLR174W/YGR256W/YOL086C/YGR248W/YKL152C/YOR393W/YKL060C/YLR231C/YBR196C/YPL061W/YJR009C/YPL075W/YOL059W/YDR050C/YDL022W/YAL038W/YMR315W/YNL129W/YHR174W/YGR043C/YNL200C/YBR117C/YDL021W/YHR202W/YNL241C/YOL136C/YOR095C/YGR240C/YOR222W/YDL085W/YDR400W/YJR078W/YNR034W/YOR344C/YOR347C/YMR323W",41
"GO:0016052","GO:0016052","carbohydrate catabolic process","41/1031","90/5557",0.455555555555556,2.45540467722815,6.64329687244095,3.02103262706409e-09,3.6959328819416e-07,3.37404546841678e-07,"YNR071C/YJL052W/YIL155C/YCR012W/YLR446W/YNR067C/YKL152C/YJR096W/YOR393W/YKL060C/YHL032C/YBR196C/YPR026W/YIL162W/YJR009C/YPL075W/YDR050C/YAL038W/YBR299W/YHR174W/YHR104W/YPR184W/YNL242W/YDL021W/YLR286C/YML070W/YJR159W/YOL136C/YLR300W/YGR240C/YIL123W/YIL099W/YIL024C/YFL053W/YOR344C/YJR030C/YKL127W/YHR210C/YGR287C/YOR347C/YMR323W",41
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","44/1031","100/5557",0.44,2.37156159068865,6.60528428664486,3.06618554341039e-09,3.6959328819416e-07,3.37404546841678e-07,"YJL052W/YMR145C/YIL155C/YOR047C/YCR012W/YLR446W/YLR174W/YGR256W/YOL086C/YGR248W/YKL152C/YOR393W/YKL060C/YLR231C/YBR196C/YPL061W/YJR009C/YPL075W/YOL059W/YDR050C/YDL022W/YAL038W/YMR315W/YNL129W/YHR174W/YGR043C/YNL200C/YBR117C/YDL021W/YHR202W/YNL241C/YOL136C/YOR095C/YGR240C/YFL059W/YOR222W/YDL085W/YDR400W/YJR078W/YNR034W/YOR344C/YNL334C/YOR347C/YMR323W",44
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","31/1031","59/5557",0.525423728813559,2.8319880320242,6.75148716887339,3.63624667376701e-09,4.06999895556636e-07,3.71553325537546e-07,"YJL052W/YCR012W/YKL016C/YLR446W/YJL116C/YDR322C-A/YKL152C/YDL004W/YOR393W/YKL060C/YBR196C/YJR009C/YPL075W/YPL271W/YDR050C/YAL038W/YJR121W/YHR174W/YPL078C/YLR295C/YDR226W/YML081C-A/YDL021W/YOL136C/YGR240C/YPR020W/YOL077W-A/YOR344C/YOR347C/YMR323W/YER170W",31
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","33/1031","66/5557",0.5,2.69495635305529,6.6108597158185,5.9084401232695e-09,6.17235044877554e-07,5.63478605440228e-07,"YJL052W/YCR012W/YKL016C/YLR446W/YJL116C/YDR322C-A/YKL152C/YDL004W/YOR393W/YKL060C/YBR196C/YJR009C/YPL075W/YPL271W/YDR050C/YAL038W/YJR121W/YHR174W/YPL078C/YLR295C/YDR226W/YML081C-A/YDL021W/YOL136C/YGR240C/YPR020W/YCR026C/YOL077W-A/YOR344C/YOR347C/YMR323W/YBR252W/YER170W",33
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","84/1031","254/5557",0.330708661417323,1.78249081619405,6.09240085232935,1.04937935145809e-08,1.02773590233427e-06,9.38227985941806e-07,"YNL141W/YJL052W/YMR145C/YIL155C/YOR047C/YCR012W/YKL016C/YLR446W/YNR001C/YOR317W/YMR271C/YDL055C/YLR174W/YGR256W/YOL086C/YJL116C/YGR248W/YDR322C-A/YKL152C/YDL004W/YOR393W/YKL060C/YLR231C/YBR196C/YPL061W/YJR009C/YPL075W/YOL059W/YPL271W/YDR050C/YDL022W/YAL038W/YMR315W/YJR121W/YNL129W/YJL005W/YML075C/YHR174W/YDL238C/YER037W/YGR043C/YPL078C/YMR207C/YNL200C/YBR117C/YLR295C/YIR028W/YER003C/YDR226W/YML081C-A/YGR244C/YDL021W/YKR080W/YKL035W/YHR202W/YMR278W/YNL241C/YOL136C/YOR095C/YDL166C/YIR027C/YOR128C/YGR240C/YPR020W/YOR222W/YDL085W/YCR026C/YGL126W/YOR054C/YDR400W/YOL077W-A/YPL273W/YJR078W/YNR034W/YML022W/YOR344C/YDR319C/YJR019C/YGL234W/YKL127W/YOR347C/YMR323W/YBR252W/YER170W",84
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","35/1031","76/5557",0.460526315789474,2.48219664097197,6.20920353667798,3.11004956497565e-08,2.86673392253932e-06,2.6170633800631e-06,"YJL052W/YCR012W/YKL016C/YLR446W/YJL116C/YDR322C-A/YKL152C/YDL004W/YOR393W/YKL060C/YBR196C/YJR009C/YPL075W/YPL271W/YDR050C/YAL038W/YJR121W/YJL005W/YHR174W/YPL078C/YLR295C/YDR226W/YML081C-A/YDL021W/YOL136C/YOR128C/YGR240C/YPR020W/YOL077W-A/YML022W/YOR344C/YGL234W/YOR347C/YMR323W/YER170W",35
"GO:0009117","GO:0009117","nucleotide metabolic process","64/1031","181/5557",0.353591160220994,1.90582548724352,5.91299307063328,3.85795579539313e-08,3.35856485076724e-06,3.06605960581244e-06,"YNL141W/YJL052W/YMR145C/YIL155C/YCR012W/YKL016C/YLR446W/YMR271C/YLR174W/YGR256W/YOL086C/YJL116C/YGR248W/YDR322C-A/YKL152C/YDL004W/YOR393W/YKL060C/YLR231C/YBR196C/YPL061W/YJR009C/YPL075W/YOL059W/YPL271W/YDR050C/YDL022W/YAL038W/YMR315W/YJR121W/YNL129W/YJL005W/YHR174W/YER037W/YGR043C/YPL078C/YNL200C/YBR117C/YLR295C/YDR226W/YML081C-A/YDL021W/YKR080W/YHR202W/YNL241C/YOL136C/YOR095C/YDL166C/YOR128C/YGR240C/YPR020W/YOR222W/YDL085W/YDR400W/YOL077W-A/YJR078W/YNR034W/YML022W/YOR344C/YGL234W/YOR347C/YMR323W/YBR252W/YER170W",64
"GO:0043436","GO:0043436","oxoacid metabolic process","109/1031","366/5557",0.297814207650273,1.60519258187446,5.7169158629499,4.58183519366614e-08,3.43329517510658e-06,3.13428149193554e-06,"YGR087C/YPL095C/YJL052W/YPR002W/YKR009C/YDR089W/YKR034W/YPL262W/YGL055W/YPL111W/YCR012W/YAL012W/YLR446W/YNR001C/YOR317W/YEL071W/YLR174W/YLR303W/YOL126C/YLR044C/YGR256W/YMR250W/YOR375C/YKL152C/YER065C/YPR035W/YGR019W/YGL062W/YOL002C/YER052C/YOR393W/YKL060C/YLR231C/YPR167C/YBR196C/YPR006C/YPL061W/YKL001C/YJR009C/YNL037C/YPL075W/YLR142W/YMR170C/YHR205W/YOL058W/YDR050C/YAL038W/YBL015W/YCL018W/YOR136W/YOR391C/YPR001W/YMR272C/YGL205W/YHR174W/YER010C/YIL074C/YMR169C/YGR124W/YDR354W/YMR207C/YDR380W/YNL117W/YGL148W/YLR372W/YMR009W/YJR148W/YLL062C/YCL064C/YJR010W/YML054C/YFR049W/YER055C/YNL217W/YDL021W/YLR058C/YJL200C/YOR363C/YIR017C/YBR084W/YLR134W/YOL136C/YCR037C/YIL160C/YHR067W/YHR208W/YGR240C/YNL277W/YLR438W/YER061C/YPL017C/YGR286C/YCL026C-A/YPL273W/YJR078W/YJR137C/YKL188C/YFR055W/YOR344C/YGL009C/YNL229C/YJR019C/YOR100C/YAR035W/YDL219W/YHR137W/YCR034W/YOR347C/YMR323W",109
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","78/1031","237/5557",0.329113924050633,1.77389532099842,5.81103851792733,4.59631948957813e-08,3.43329517510658e-06,3.13428149193554e-06,"YNL141W/YJL052W/YMR145C/YIL155C/YCR012W/YKL016C/YLR446W/YNR001C/YOR317W/YMR271C/YDL055C/YLR174W/YGR256W/YOL086C/YJL116C/YGR248W/YDR322C-A/YKL152C/YDL004W/YOR393W/YKL060C/YLR231C/YBR196C/YPL061W/YJR009C/YPL075W/YOL059W/YPL271W/YDR050C/YDL022W/YAL038W/YMR315W/YJR121W/YNL129W/YJL005W/YML075C/YHR174W/YER037W/YGR043C/YPL078C/YMR207C/YNL200C/YBR117C/YLR295C/YER003C/YDR226W/YML081C-A/YGR244C/YDL021W/YKR080W/YKL035W/YHR202W/YNL241C/YOL136C/YOR095C/YDL166C/YOR128C/YGR240C/YPR020W/YOR222W/YDL085W/YCR026C/YGL126W/YOR054C/YDR400W/YOL077W-A/YJR078W/YNR034W/YML022W/YOR344C/YDR319C/YJR019C/YGL234W/YKL127W/YOR347C/YMR323W/YBR252W/YER170W",78
