"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0009261","GO:0009261","ribonucleotide catabolic process",33,-0.775115199430141,-2.72775826899052,1e-10,9.83846153846154e-09,7.51417004048583e-09,613,"tags=64%, list=11%, signal=57%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process",31,-0.788573723059826,-2.72476853382557,1e-10,9.83846153846154e-09,7.51417004048583e-09,613,"tags=68%, list=11%, signal=61%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process",35,-0.772987633465014,-2.72271653212525,1e-10,9.83846153846154e-09,7.51417004048583e-09,613,"tags=60%, list=11%, signal=54%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process",38,-0.757470633339924,-2.71609267024851,1e-10,9.83846153846154e-09,7.51417004048583e-09,613,"tags=55%, list=11%, signal=50%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0072523","GO:0072523","purine-containing compound catabolic process",46,-0.721863649376404,-2.70604752078977,1e-10,9.83846153846154e-09,7.51417004048583e-09,685,"tags=57%, list=12%, signal=50%","YDR400W/YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YER043C/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YIR027C/YNL141W/YDL238C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0046434","GO:0046434","organophosphate catabolic process",63,-0.662592721724732,-2.66703113516312,1e-10,9.83846153846154e-09,7.51417004048583e-09,613,"tags=46%, list=11%, signal=41%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YBR242W/YPL206C/YPL110C/YGL101W/YOR347C/YLR446W/YKR031C/YBR196C/YHR046C/YGR254W/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YCR068W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0032543","GO:0032543","mitochondrial translation",133,0.587575755863101,2.45803313600643,1e-10,9.83846153846154e-09,7.51417004048583e-09,1474,"tags=59%, list=26%, signal=44%","YKL138C/YNR022C/YDR405W/YML009C/YMR188C/YLR439W/YGR076C/YDL045W-A/YMR193W/YML129C/YER050C/YDL202W/YOL027C/YJL102W/YJL096W/YLR204W/YPL013C/YJR113C/YBR120C/YNL122C/YCR003W/YMR158W/YPR166C/YGR215W/YBL038W/YBR268W/YPL118W/YBR282W/YOR158W/YKR085C/YNR037C/YJL062W-A/YMR286W/YNL252C/YCR071C/YOL114C/YJL063C/YKL003C/YPR100W/YGR084C/YIL051C/YHR038W/YBR122C/YCR046C/YNL081C/YDR462W/YMR225C/YHR059W/YDR197W/YMR097C/YLR312W-A/YJR101W/YDR194C/YDR336W/YNL185C/YDR237W/YNR036C/YDR116C/YDR041W/YDR337W/YJL131C/YDR494W/YOR187W/YHR147C/YGR222W/YLR203C/YKL170W/YBR251W/YPL173W/YBR185C/YPR047W/YGL068W/YBL090W/YDR115W/YML025C/YPL183W-A/YNL284C/YGR220C"
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process",172,-0.511733242830442,-2.4112411441339,1e-10,9.83846153846154e-09,7.51417004048583e-09,722,"tags=36%, list=13%, signal=32%","YOR040W/YNL202W/YEL020C/YOR388C/YER061C/YGR256W/YPR128C/YMR323W/YDL015C/YJR009C/YMR207C/YDR050C/YIR023W/YER010C/YDL021W/YKL055C/YKR009C/YGR240C/YNR016C/YJR019C/YML054C/YIL009W/YMR272C/YOR363C/YOR347C/YLR044C/YLR446W/YBR196C/YIR033W/YOR100C/YLR153C/YGR254W/YPL231W/YOR344C/YOL056W/YKL152C/YOR391C/YPL075W/YKL060C/YGL205W/YKL182W/YOL136C/YLR134W/YJL196C/YHR183W/YIR031C/YAL038W/YMR170C/YHR067W/YOL002C/YLR231C/YCL018W/YMR246W/YGL253W/YHR174W/YFR055W/YPL095C/YCR012W/YPL280W/YGL055W/YJL052W/YEL071W"
"GO:0008610","GO:0008610","lipid biosynthetic process",231,-0.455140729142386,-2.24072423992221,1e-10,9.83846153846154e-09,7.51417004048583e-09,1194,"tags=42%, list=21%, signal=34%","YDR434W/YML008C/YCL004W/YBR026C/YOR221C/YGR007W/YJL062W/YNL054W/YPL175W/YDR017C/YHL003C/YBL039C/YML126C/YLR305C/YER125W/YIL039W/YPL076W/YDR287W/YIL002C/YLR386W/YPL221W/YDR072C/YDR147W/YLR088W/YGR046W/YPL031C/YOR149C/YBR042C/YHR190W/YLR459W/YMR220W/YBR265W/YFL025C/YJL153C/YOR109W/YLR228C/YLR240W/YLL031C/YGR038W/YOR171C/YNL169C/YAL053W/YLR133W/YER061C/YLR347C/YCR044C/YDL015C/YMR013C/YCL052C/YNL280C/YMR207C/YNL264C/YKL055C/YAL009W/YGL142C/YHR123W/YNR016C/YMR208W/YBR029C/YHR205W/YGL012W/YMR272C/YGR149W/YMR202W/YKL008C/YJR066W/YLR450W/YGR143W/YNL130C/YKR031C/YCR017C/YIR033W/YLR100W/YHR046C/YGL139W/YHR072W/YER043C/YPL231W/YKR070W/YPL028W/YDR123C/YNR043W/YGR036C/YKL182W/YJL196C/YHR007C/YGL001C/YGR157W/YGR175C/YLR056W/YNL111C/YML075C/YHR067W/YGR060W/YMR015C/YPL095C/YGL055W"
"GO:0006629","GO:0006629","lipid metabolic process",351,-0.429551986790581,-2.22829905939499,1e-10,9.83846153846154e-09,7.51417004048583e-09,1199,"tags=40%, list=22%, signal=33%","YIL102C-A/YDR434W/YML008C/YCL004W/YBR026C/YOR221C/YGR007W/YOR081C/YJL062W/YNL054W/YPL175W/YDR017C/YHL003C/YBL039C/YML126C/YLR305C/YOL065C/YBR222C/YLR284C/YER125W/YDL109C/YLL012W/YIL039W/YPL076W/YNL009W/YDR287W/YNR019W/YNL128W/YIL002C/YLR386W/YBR041W/YPL221W/YDR072C/YDR147W/YLR088W/YKL051W/YGR046W/YPL031C/YOR149C/YBR042C/YHR190W/YLR459W/YMR220W/YBR265W/YFL025C/YJL153C/YOR109W/YLR228C/YJR107W/YLR240W/YLL031C/YJL083W/YDR284C/YNL087W/YGR038W/YOR171C/YPL103C/YNL169C/YNL202W/YAL053W/YEL020C/YLR133W/YER061C/YLR347C/YPR128C/YCR044C/YDL015C/YMR013C/YCL052C/YNL280C/YGR233C/YMR207C/YNL264C/YHR001W/YKL212W/YER005W/YKL055C/YKR019C/YAL009W/YGL142C/YKR009C/YDL237W/YGL144C/YHR123W/YPL206C/YNR016C/YMR208W/YBR029C/YHR205W/YPL110C/YJR019C/YGL012W/YIL009W/YMR272C/YGR149W/YMR202W/YKL008C/YOR363C/YJR066W/YLR450W/YGR143W/YCR048W/YNL130C/YOR093C/YKR031C/YCR017C/YIR033W/YOR100C/YLR100W/YHR046C/YGL139W/YHR072W/YER043C/YPR147C/YPL231W/YPL006W/YKR070W/YPL028W/YDR123C/YNR043W/YGR036C/YGL205W/YKL182W/YJL196C/YHR007C/YGL001C/YGR157W/YGR175C/YLR056W/YNL111C/YML075C/YHR067W/YOL002C/YGR060W/YCR068W/YMR246W/YMR015C/YPL095C/YGL055W"
"GO:0007005","GO:0007005","mitochondrion organization",204,0.492860355284498,2.16687958961574,1e-10,9.83846153846154e-09,7.51417004048583e-09,1234,"tags=42%, list=22%, signal=34%","YDL059C/YLL009C/YDR258C/YJR120W/YDR529C/YLR218C/YHL021C/YDR379C-A/YDR079W/YMR002W/YHR005C-A/YML081C-A/YOR045W/YIR024C/YEL020W-A/YPL189C-A/YFR004W/YIL065C/YCL057C-A/YFL016C/YML129C/YLR099W-A/YNL070W/YBR269C/YEL059C-A/YDR511W/YML091C/YOL027C/YJL102W/YKR016W/YDR231C/YJR034W/YDR296W/YDR512C/YKL137W/YBR091C/YBL059C-A/YFR011C/YBR120C/YJR135W-A/YDR322C-A/YIL098C/YER154W/YPL063W/YNL055C/YIR021W/YJL062W-A/YNL121C/YBR262C/YLR295C/YPR133W-A/YPR020W/YMR072W/YPL098C/YPR100W/YDR219C/YBR024W/YER058W/YLR059C/YLR259C/YGR181W/YKL053C-A/YLR168C/YIL156W-B/YDR493W/YMR244C-A/YGL219C/YNL138W/YEL012W/YML030W/YDL126C/YMR012W/YFL046W/YGL191W/YPR140W/YJL180C/YDR381C-A/YJL127C-B/YNR018W/YOL026C/YDR393W/YLR203C/YJR080C/YJR144W/YGR235C/YJR118C"
"GO:0006412","GO:0006412","translation",458,0.416930286688102,1.97577803022406,1e-10,9.83846153846154e-09,7.51417004048583e-09,1535,"tags=42%, list=28%, signal=33%","YNCL0027W/YDR432W/YKL138C/YDL184C/YNR022C/YDR405W/YNL007C/YNCL0018W/YBR101C/YML009C/YGR169C-A/YMR188C/YFR032C-A/YOR182C/YLR439W/YNL014W/YGR076C/YDL045W-A/YMR193W/YML129C/YJR094W-A/YER131W/YER050C/YDL202W/YKL204W/YPL009C/YML091C/YLR262C-A/YOL027C/YMR194W/YJL102W/YPR043W/YJL096W/YLR388W/YLR204W/YPL013C/YJR113C/YJL136C/YBR120C/YNL122C/YFR001W/YCR003W/YDR447C/YJR014W/YMR158W/YDL133C-A/YLR192C/YGL222C/YPR166C/YJR047C/YJL189W/YGR215W/YBL038W/YDR500C/YBR268W/YDR515W/YGR285C/YGR148C/YPR129W/YPL118W/YHR015W/YJL190C/YBR282W/YOR158W/YKR085C/YNCL0014C/YNR037C/YDR429C/YJL062W-A/YMR286W/YDL130W/YNL252C/YDL213C/YDL075W/YMR121C/YLR287C-A/YCR071C/YPL237W/YMR230W/YOL114C/YJL063C/YLR185W/YGR083C/YHL034C/YPL249C-A/YKL003C/YPL048W/YJL140W/YPR100W/YGL147C/YGR084C/YLR325C/YIL051C/YHR038W/YAL005C/YIL052C/YBR122C/YNL244C/YCR046C/YLL018C/YNL081C/YBR189W/YGL189C/YDR462W/YLR167W/YMR225C/YGR185C/YHR059W/YER056C-A/YNL001W/YOL039W/YKR023W/YDL136W/YNL175C/YDR197W/YMR097C/YLR312W-A/YJR101W/YDL081C/YLR061W/YHR010W/YOR167C/YDR194C/YDR336W/YNL185C/YDR237W/YNR036C/YDR116C/YDR041W/YDR382W/YGL173C/YDR179C/YFL023W/YDR337W/YJL131C/YNCL0012C/YFR031C-A/YGL110C/YPL184C/YDR494W/YGL073W/YNL255C/YNL091W/YOR187W/YHR147C/YGL049C/YBL032W/YLR264W/YGR222W/YLR203C/YKL170W/YDR477W/YMR143W/YKR094C/YBR251W/YOR293W/YPL173W/YBR185C/YPR047W/YAL035W/YGL068W/YER074W/YKL006W/YGR085C/YBL090W/YDL061C/YLR027C/YHR141C/YDL191W/YDR115W/YLR075W/YMR260C/YNL301C/YLR340W/YML025C/YPL183W-A/YOL121C/YGR027C/YNL284C/YPR132W/YGR220C/YJR007W/YER176W/YNL016W/YGL031C/YLL013C/YLR344W/YPR041W/YNL302C/YNL005C/YGR102C/YDR064W"
"GO:0006793","GO:0006793","phosphorus metabolic process",488,-0.346734369583782,-1.84183561723734,1e-10,9.83846153846154e-09,7.51417004048583e-09,1235,"tags=35%, list=22%, signal=30%","YOR311C/YGR061C/YLR359W/YJR133W/YMR095C/YDR434W/YCL004W/YBR221C/YGR007W/YBR093C/YJL062W/YNL054W/YPL175W/YDR017C/YOL059W/YDR103W/YBL039C/YML126C/YJR156C/YLR305C/YOL065C/YOR336W/YFR047C/YDR020C/YER125W/YFL004W/YOR393W/YIL039W/YDR109C/YPL076W/YOR270C/YNL009W/YDR287W/YBL056W/YNL128W/YIL002C/YLR386W/YPR021C/YDR072C/YDR147W/YLR088W/YGR046W/YPL031C/YDR399W/YGR244C/YMR120C/YOR149C/YBR042C/YHR190W/YLR459W/YMR220W/YMR205C/YAR015W/YJR051W/YOR371C/YFL025C/YJL153C/YMR315W/YOR109W/YBR145W/YLR240W/YLL031C/YDR284C/YER099C/YDL073W/YNL087W/YEL041W/YNL333W/YMR096W/YPL103C/YLR410W/YNL169C/YHR074W/YDR400W/YLR133W/YOR090C/YBR127C/YDR315C/YGR256W/YLR347C/YEL029C/YHL011C/YMR271C/YMR323W/YCR044C/YJL012C/YGR123C/YJR009C/YMR013C/YCL052C/YGR010W/YCL047C/YOL055C/YGR233C/YJR105W/YMR207C/YNL264C/YDR050C/YKL212W/YPL150W/YER005W/YDL021W/YPR073C/YAL009W/YGL142C/YGR240C/YHR123W/YBR242W/YPL206C/YNR016C/YMR208W/YBR029C/YPL110C/YML070W/YJR078W/YJR019C/YIL009W/YDL085W/YMR272C/YGR149W/YGL101W/YOL061W/YJR066W/YLR450W/YCR037C/YOR283W/YOR347C/YLR014C/YLR446W/YNL130C/YKR031C/YBR196C/YCR017C/YLR153C/YOL086C/YKL181W/YHR046C/YNR012W/YML051W/YGR254W/YFL053W/YER043C/YHR202W/YAL040C/YOR344C/YOL056W/YCR026C/YKR070W/YKL152C/YDR123C/YNR043W/YPL075W/YML123C/YDR089W/YKL060C/YNL129W/YMR303C/YOL136C/YGR052W/YHR183W/YGR157W/YNL141W/YAL038W/YML075C/YLR231C/YCR068W/YMR246W/YGL253W/YHR174W/YJL116C/YCR012W/YJL052W"
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process",33,-0.771990873468332,-2.71676325046474,1.30034270468524e-10,1.10875887952828e-08,8.46819670138877e-09,613,"tags=61%, list=11%, signal=54%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process",33,-0.771990873468332,-2.71676325046474,1.30034270468524e-10,1.10875887952828e-08,8.46819670138877e-09,613,"tags=61%, list=11%, signal=54%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0019637","GO:0019637","organophosphate metabolic process",414,-0.35622573306974,-1.85317259111034,2.37833071279399e-10,1.90117811353969e-08,1.45203348781107e-08,1235,"tags=36%, list=22%, signal=30%","YOR311C/YGR061C/YLR359W/YJR133W/YMR095C/YDR434W/YCL004W/YBR221C/YGR007W/YJL062W/YNL054W/YPL175W/YDR017C/YOL059W/YBL039C/YML126C/YJR156C/YLR305C/YOL065C/YOR336W/YFR047C/YDR020C/YOR393W/YIL039W/YPL076W/YNL009W/YDR287W/YNL128W/YIL002C/YLR386W/YPR021C/YDR072C/YDR147W/YLR088W/YGR046W/YPL031C/YDR399W/YGR244C/YMR120C/YOR149C/YBR042C/YHR190W/YLR459W/YMR220W/YMR205C/YAR015W/YJR051W/YFL025C/YJL153C/YMR315W/YOR109W/YBR145W/YLR240W/YLL031C/YDR284C/YER099C/YNL087W/YEL041W/YNL333W/YMR096W/YPL103C/YLR410W/YNL169C/YHR074W/YDR400W/YLR133W/YBR127C/YDR315C/YGR256W/YLR347C/YEL029C/YHL011C/YMR271C/YMR323W/YCR044C/YJR009C/YMR013C/YCL052C/YGR010W/YCL047C/YOL055C/YJR105W/YMR207C/YNL264C/YDR050C/YKL212W/YER005W/YDL021W/YAL009W/YGL142C/YGR240C/YHR123W/YBR242W/YPL206C/YNR016C/YMR208W/YBR029C/YPL110C/YML070W/YJR078W/YJR019C/YIL009W/YDL085W/YMR272C/YGR149W/YGL101W/YOL061W/YLR450W/YOR347C/YLR014C/YLR446W/YNL130C/YKR031C/YBR196C/YCR017C/YLR153C/YOL086C/YKL181W/YHR046C/YNR012W/YGR254W/YFL053W/YER043C/YHR202W/YOR344C/YOL056W/YCR026C/YKR070W/YKL152C/YDR123C/YNR043W/YPL075W/YKL060C/YNL129W/YMR303C/YOL136C/YHR183W/YGR157W/YNL141W/YAL038W/YML075C/YLR231C/YCR068W/YMR246W/YGL253W/YHR174W/YJL116C/YCR012W/YJL052W"
"GO:0019364","GO:0019364","pyridine nucleotide catabolic process",32,-0.783025059423891,-2.73105450723822,3.30856140618211e-10,2.48920590500407e-08,1.90114240553374e-08,613,"tags=66%, list=11%, signal=59%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process",47,-0.701320706372709,-2.65287946938762,3.62942501105316e-10,2.57890810507611e-08,1.96965287149552e-08,613,"tags=51%, list=11%, signal=46%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YBR242W/YGL101W/YOR347C/YLR446W/YBR196C/YGR254W/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009134","GO:0009134","nucleoside diphosphate catabolic process",32,-0.779613750857292,-2.71915645937338,4.83190567148206e-10,2.58243701240956e-08,1.97234809062678e-08,613,"tags=66%, list=11%, signal=59%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0006096","GO:0006096","glycolytic process",30,-0.785691176998053,-2.68770589033085,5.04776585693816e-10,2.58243701240956e-08,1.97234809062678e-08,613,"tags=67%, list=11%, signal=60%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009137","GO:0009137","purine nucleoside diphosphate catabolic process",30,-0.785691176998053,-2.68770589033085,5.04776585693816e-10,2.58243701240956e-08,1.97234809062678e-08,613,"tags=67%, list=11%, signal=60%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009181","GO:0009181","purine ribonucleoside diphosphate catabolic process",30,-0.785691176998053,-2.68770589033085,5.04776585693816e-10,2.58243701240956e-08,1.97234809062678e-08,613,"tags=67%, list=11%, signal=60%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0046032","GO:0046032","ADP catabolic process",30,-0.785691176998053,-2.68770589033085,5.04776585693816e-10,2.58243701240956e-08,1.97234809062678e-08,613,"tags=67%, list=11%, signal=60%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009166","GO:0009166","nucleotide catabolic process",39,-0.732614151435908,-2.63610619490763,4.14330702757966e-10,2.58243701240956e-08,1.97234809062678e-08,613,"tags=56%, list=11%, signal=51%","YMR323W/YJR009C/YDR050C/YER005W/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0006796","GO:0006796","phosphate-containing compound metabolic process",475,-0.342125959683738,-1.80749998406374,5.00628311489924e-10,2.58243701240956e-08,1.97234809062678e-08,1235,"tags=35%, list=22%, signal=30%","YOR311C/YGR061C/YLR359W/YJR133W/YMR095C/YDR434W/YCL004W/YBR221C/YGR007W/YBR093C/YJL062W/YNL054W/YPL175W/YDR017C/YOL059W/YDR103W/YBL039C/YML126C/YJR156C/YLR305C/YOL065C/YOR336W/YFR047C/YDR020C/YER125W/YOR393W/YIL039W/YDR109C/YPL076W/YNL009W/YDR287W/YBL056W/YNL128W/YIL002C/YLR386W/YPR021C/YDR072C/YDR147W/YLR088W/YGR046W/YPL031C/YDR399W/YGR244C/YMR120C/YOR149C/YBR042C/YHR190W/YLR459W/YMR220W/YMR205C/YAR015W/YJR051W/YOR371C/YFL025C/YJL153C/YMR315W/YOR109W/YBR145W/YLR240W/YLL031C/YDR284C/YER099C/YDL073W/YNL087W/YEL041W/YNL333W/YMR096W/YPL103C/YLR410W/YNL169C/YHR074W/YDR400W/YLR133W/YOR090C/YBR127C/YDR315C/YGR256W/YLR347C/YEL029C/YHL011C/YMR271C/YMR323W/YCR044C/YGR123C/YJR009C/YMR013C/YCL052C/YGR010W/YCL047C/YOL055C/YGR233C/YJR105W/YMR207C/YNL264C/YDR050C/YKL212W/YPL150W/YER005W/YDL021W/YPR073C/YAL009W/YGL142C/YGR240C/YHR123W/YBR242W/YPL206C/YNR016C/YMR208W/YBR029C/YPL110C/YML070W/YJR078W/YJR019C/YIL009W/YDL085W/YMR272C/YGR149W/YGL101W/YOL061W/YJR066W/YLR450W/YOR283W/YOR347C/YLR014C/YLR446W/YNL130C/YKR031C/YBR196C/YCR017C/YLR153C/YOL086C/YKL181W/YHR046C/YNR012W/YML051W/YGR254W/YFL053W/YER043C/YHR202W/YAL040C/YOR344C/YOL056W/YCR026C/YKR070W/YKL152C/YDR123C/YNR043W/YPL075W/YKL060C/YNL129W/YMR303C/YOL136C/YGR052W/YHR183W/YGR157W/YNL141W/YAL038W/YML075C/YLR231C/YCR068W/YMR246W/YGL253W/YHR174W/YJL116C/YCR012W/YJL052W"
"GO:0055085","GO:0055085","transmembrane transport",449,-0.34151138289959,-1.80089923350202,5.97140318168831e-10,2.93747102668437e-08,2.2435069443752e-08,906,"tags=31%, list=16%, signal=28%","YMR026C/YCL069W/YAL022C/YLL015W/YNL095C/YGR224W/YLR241W/YOR092W/YKL175W/YPR198W/YGL255W/YLR220W/YOR071C/YIL114C/YOR079C/YIL121W/YNL329C/YBR132C/YPR058W/YJR124C/YIL006W/YOL092W/YBL042C/YAL053W/YDL183C/YDL206W/YKR103W/YNL291C/YGR121C/YPL026C/YEL027W/YBR127C/YPR011C/YHL040C/YPR128C/YGR217W/YCR075C/YHR096C/YIL088C/YNR055C/YMR058W/YBR021W/YLR188W/YPR156C/YOR328W/YHR002W/YOL075C/YCR023C/YIL090W/YCR011C/YMR279C/YDR270W/YPL036W/YHR175W/YJL108C/YKL084W/YML116W/YGR191W/YBR220C/YEL006W/YBR043C/YHR092C/YDR406W/YKR105C/YOL044W/YPR124W/YKL120W/YLR237W/YOL137W/YKR104W/YGL077C/YCR037C/YBR235W/YDR352W/YER060W/YGL254W/YDL138W/YPR201W/YBR295W/YGR257C/YPR115W/YGR138C/YOR100C/YDR338C/YOL130W/YJR106W/YGL139W/YLR447C/YEL064C/YOR306C/YCL038C/YCR098C/YMR155W/YDR119W/YOR011W/YFL050C/YKL197C/YGR260W/YEL063C/YKR093W/YPL265W/YOR161C/YER039C/YIL166C/YIR028W/YGL008C/YHL028W/YCR028C/YML123C/YHL016C/YEL065W/YKR039W/YGR125W/YLR152C/YNL065W/YOR348C/YMR221C/YDR345C/YER056C/YLR004C/YNL101W/YOR390W/YPR194C/YPL274W/YJL193W/YNL142W/YFL055W/YGL253W/YDL210W/YMR319C/YOL126C/YJR152W/YMR088C/YFL054C/YOR273C/YHR094C/YJL212C"
"GO:0072521","GO:0072521","purine-containing compound metabolic process",186,-0.446381303257283,-2.11720865242881,9.11192441369917e-10,4.3163523426375e-08,3.29663386195432e-08,891,"tags=36%, list=16%, signal=31%","YDR399W/YGR244C/YMR120C/YMR220W/YMR205C/YAR015W/YMR315W/YBR145W/YER099C/YEL041W/YNL333W/YHR074W/YDR400W/YBR127C/YGR256W/YHL011C/YMR323W/YJR009C/YGR010W/YCL047C/YJR105W/YMR207C/YDR050C/YDL021W/YPL273W/YGR240C/YNR016C/YMR208W/YJR078W/YJR019C/YIL009W/YDL085W/YOL061W/YLR450W/YOR347C/YLR446W/YBR196C/YLR153C/YOL086C/YKL181W/YGR254W/YER043C/YHR202W/YOR344C/YIR028W/YOL056W/YKL152C/YNR043W/YPL075W/YKL060C/YNL129W/YMR303C/YOL136C/YIR027C/YHR183W/YNL141W/YIR031C/YDL238C/YAL038W/YML075C/YLR231C/YMR246W/YGL253W/YHR174W/YJL116C/YCR012W/YJL052W"
"GO:0046031","GO:0046031","ADP metabolic process",32,-0.773303136349686,-2.6971461392859,9.90383396495001e-10,4.52392987184681e-08,3.45517215017805e-08,613,"tags=62%, list=11%, signal=56%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process",32,-0.771931149341079,-2.69236088847095,1.06730404922182e-09,4.57508127452931e-08,3.49423926814797e-08,613,"tags=62%, list=11%, signal=56%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
"GO:0006195","GO:0006195","purine nucleotide catabolic process",35,-0.748127371742417,-2.63515051857642,1.07312305110148e-09,4.57508127452931e-08,3.49423926814797e-08,613,"tags=60%, list=11%, signal=54%","YMR323W/YJR009C/YDR050C/YDL021W/YGR240C/YOR347C/YLR446W/YBR196C/YGR254W/YHR202W/YOR344C/YOL056W/YKL152C/YPL075W/YKL060C/YOL136C/YAL038W/YGL253W/YHR174W/YCR012W/YJL052W"
