"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","comparison","SGD","GENENAME","ENTREZID","label"
"YJL052W",13178.3220154818,-5.16875783746241,0.200181613763378,-25.8103227624804,6.79078622688448e-147,3.78314700699734e-143,"Mature_vs_Early","S000003588","TDH1","853395","TDH1"
"YGL055W",2352.2693340143,-4.57353564824542,0.188097863919021,-24.2808963670664,3.12029521470947e-130,8.69158232057323e-127,"Mature_vs_Early","S000003023","OLE1","852825","OLE1"
"YIR019C",10425.377635097,5.4424813214028,0.224739530880418,24.2080376197988,1.83081102316276e-129,3.39981607001324e-126,"Mature_vs_Early","S000001458","FLO11","854836","FLO11"
"YGR087C",512.645887784479,-4.86813627946014,0.203878588236593,-23.6508661463186,1.15634108904231e-123,1.61049405176368e-120,"Mature_vs_Early","S000003319","PDC6","852978","PDC6"
"YHR094C",673.17594605345,-4.94415445778936,0.210779808565908,-23.2919509048356,5.34942262543456e-120,5.96032668925919e-117,"Mature_vs_Early","S000001136","HXT1","856494","HXT1"
"YNR073C",1904.60928137111,7.66638946419688,0.327807352859717,22.6046663305989,3.89911756682874e-113,3.62033066080049e-110,"Mature_vs_Early","S000005356","MAN2","855810","MAN2"
"YNR071C",1051.54485673005,8.30806761264726,0.353246707774358,21.3735398600584,2.35577346421457e-101,1.87485913844848e-98,"Mature_vs_Early","S000005354",NA,"855808","YNR071C"
"YKL164C",350.387715124862,3.91943124842282,0.185064600762382,21.0848205424328,1.09628684715743e-98,7.63426753189257e-96,"Mature_vs_Early","S000001647","PIR1","853692","PIR1"
"YJR152W",1286.15812408254,-3.39423538215163,0.161091708737356,-21.0487414572704,2.34832905687801e-98,1.45361568620749e-95,"Mature_vs_Early","S000003913","DAL5","853617","DAL5"
"YCR012W",5526.26246218179,-4.11437529671366,0.206595606671498,-19.9078272184556,3.48087635146277e-88,1.93919621539991e-85,"Mature_vs_Early","S000000605","PGK1","850370","PGK1"
"YNR072W",852.138446820917,5.22472432100592,0.26128528096493,19.8321289402022,1.57241515186975e-87,7.96356801006032e-85,"Mature_vs_Early","S000005355","HXT17","855809","HXT17"
"YOR273C",430.743887212398,-3.93007125191154,0.201815411808308,-19.3799142958967,1.140366927621e-83,5.29415346148048e-81,"Mature_vs_Early","S000005799","TPO4","854447","TPO4"
"YJL158C",230.917948709932,4.34526369254237,0.22491684617943,19.0866515843645,3.26007827698998e-81,1.39706892931624e-78,"Mature_vs_Early","S000003694","CIS3","853282","CIS3"
"YGR088W",705.642702769732,-4.36403641878637,0.234561043567314,-18.5332954668781,1.11259592274631e-76,4.42733706115691e-74,"Mature_vs_Early","S000003320","CTT1","852979","CTT1"
"YPL095C",392.27142771151,-3.74466906426721,0.213116201029808,-17.495104991515,1.56124509901163e-68,5.79846429772921e-66,"Mature_vs_Early","S000006016","EEB1","856010","EEB1"
"YPL106C",1644.31591736139,3.22936432610146,0.18553357865439,17.3994171187542,8.33466983441529e-68,2.90202785297048e-65,"Mature_vs_Early","S000006027","SSE1","855998","SSE1"
"YGR060W",488.709315524868,-2.89010915746472,0.168329649392664,-17.1388761484959,7.61075034143119e-66,2.49408765600666e-63,"Mature_vs_Early","S000003292","ERG25","852951","ERG25"
"YGR125W",996.022272676271,-2.30901046071717,0.136719989377695,-16.881135835581,6.19415082046716e-64,1.91708967893459e-61,"Mature_vs_Early","S000003357","VSB1","853026","VSB1"
"YJL212C",246.409071050221,-4.99773615928396,0.29122726189813,-16.7043838362151,1.21779438633438e-62,3.57070132961517e-60,"Mature_vs_Early","S000003748","OPT1","853218","OPT1"
"YOR247W",221.212452786464,3.83578912642285,0.228747309097346,16.6262860948647,4.49614091708346e-62,1.2524000524536e-59,"Mature_vs_Early","S000005773","SRL1","854421","SRL1"
"YKR075C",303.994308974511,3.27598211228043,0.200110477784504,16.3312308356117,5.9178295739538e-60,1.56991564554746e-57,"Mature_vs_Early","S000001783",NA,"853950","YKR075C"
"YNR034W-A",5131.83819900285,5.93060312741451,0.368395884657065,16.0989799655859,2.59344815489531e-58,6.56731803223716e-56,"Mature_vs_Early","S000007525","EGO4","855770","EGO4"
"YER103W",1544.38701767233,4.47071565769181,0.27750757622576,16.0896016482475,3.01772726489755e-58,7.30946025771488e-56,"Mature_vs_Early","S000000905","SSA4","856840","SSA4"
"YMR145C",424.744414831377,3.18288435540312,0.199281976042987,15.9394766663088,3.37165572208446e-57,7.82645584488856e-55,"Mature_vs_Early","S000004753","NDE1","855176","NDE1"
"YHR174W",706.449736345158,-3.25180340418585,0.205783140535367,-15.776410831706,4.52180148242084e-56,1.00763824234266e-53,"Mature_vs_Early","S000001217","ENO2","856579","ENO2"
"YKL001C",222.921322882365,3.5709356987012,0.226070104469515,15.7161984516254,1.17144909925557e-55,2.51005497382799e-53,"Mature_vs_Early","S000001484","MET14","853869","MET14"
"YNL036W",551.689704053751,3.71934454287377,0.236457814384255,15.689992542882,1.77076381066772e-55,3.65367599601106e-53,"Mature_vs_Early","S000004981","NCE103","855692","NCE103"
"YKR097W",375.168314065009,3.90003342152013,0.250154380554378,15.3887926075771,1.94630186929116e-53,3.87244561207894e-51,"Mature_vs_Early","S000001805","PCK1","853972","PCK1"
"YPR167C",271.482859750209,4.0306730297391,0.260996923488079,15.3509735686206,3.48910582464696e-53,6.70269260314077e-51,"Mature_vs_Early","S000006371","MET16","856296","MET16"
"YBR054W",2828.5593834931,-2.3669914620229,0.154374102705596,-15.3310542833046,4.74226634281915e-53,8.80638859861515e-51,"Mature_vs_Early","S000000258","YRO2","852343","YRO2"
"YFR030W",744.54973083512,3.25175270537165,0.214707973523518,15.1320879997901,9.94879896296914e-52,1.7878954523452e-49,"Mature_vs_Early","S000001926","MET10","850588","MET10"
"YAL038W",2235.99446417223,-2.69650194441864,0.184256732338458,-14.6308690292609,1.78492612193281e-48,3.1074448204024e-46,"Mature_vs_Early","S000000036","CDC19","851193","CDC19"
"YKL060C",8624.41712549603,-2.20555606318873,0.153045255670927,-14.4105648472915,4.44063764178654e-47,7.49660372799782e-45,"Mature_vs_Early","S000001543","FBA1","853805","FBA1"
"YLL026W",5323.41449314402,3.32845474060172,0.231594324079142,14.3683002596492,8.18146231146712e-47,1.34055666285833e-44,"Mature_vs_Early","S000003949","HSP104","850633","HSP104"
"YFR015C",191.210765186538,3.70774616035323,0.256737165497834,14.3234026457847,1.56280184947662e-46,2.48753402955264e-44,"Mature_vs_Early","S000001911","GSY1","850569","GSY1"
"YLR327C",1169.20394492017,5.95225114755373,0.418568482153119,14.1369834481173,2.24712242783075e-45,3.47742195706809e-43,"Mature_vs_Early","S000004319","TMA10","851037","TMA10"
"YBL049W",266.582437056188,-2.88810173570767,0.204849764963068,-14.0569776928479,6.98042441305495e-45,1.05102552446295e-42,"Mature_vs_Early","S000000145","MOH1","852231","MOH1"
"YDR432W",293.044899925069,3.03202352760853,0.216259597326195,13.9951456684415,1.66887386994864e-44,2.44665692881154e-42,"Mature_vs_Early","S000002840","NPL3","852042","NPL3"
"YMR280C",404.878159967849,2.4220349143477,0.173196277620005,13.9739248796727,2.24883937500933e-44,3.21238055337872e-42,"Mature_vs_Early","S000004893","CAT8","855323","CAT8"
"YDR403W",111.055458893402,4.06870513450838,0.287245204858527,13.9444454381584,3.40081097307752e-44,4.73647948275372e-42,"Mature_vs_Early","S000002811","DIT1","852012","DIT1"
"YHR087W",404.6365573666,3.80505674452709,0.272254353751387,13.9355565285903,3.85186169129744e-44,5.23383450785806e-42,"Mature_vs_Early","S000001129","RTC3","856487","RTC3"
"YBR117C",204.515565468977,2.89112621685728,0.207065396878996,13.9264657862084,4.37473443626151e-44,5.80277274866974e-42,"Mature_vs_Early","S000000321","TKL2","852414","TKL2"
"YOL128C",189.088427324181,-3.48163184305401,0.249486140559973,-13.8442663780915,1.37780217022722e-43,1.78505485821763e-41,"Mature_vs_Early","S000005488","YGK3","853992","YGK3"
"YOL126C",195.312717599124,-3.3018256982634,0.237727773092305,-13.7969532440244,2.65853282525993e-43,3.36606508398252e-41,"Mature_vs_Early","S000005486","MDH2","853994","MDH2"
"YDR085C",267.256585194172,2.807706264003,0.203691409921458,13.7600863540112,4.42997429861433e-43,5.48430818168454e-41,"Mature_vs_Early","S000002492","AFR1","851658","AFR1"
"YER053C",4056.03801373775,2.68481990492039,0.195190273068944,13.7536636977613,4.841436732503e-43,5.86340087755962e-41,"Mature_vs_Early","S000000855","PIC2","856779","PIC2"
"YPL111W",158.632082550348,3.12440366059615,0.228178707934485,13.6185559244856,3.10649635406824e-42,3.68218961457748e-40,"Mature_vs_Early","S000006032","CAR1","855993","CAR1"
"YLR142W",2582.14070125317,-1.8390828701929,0.136089170627462,-13.512599182737,1.31785168007064e-41,1.52953160618199e-39,"Mature_vs_Early","S000004132","PUT1","850833","PUT1"
"YPR127W",355.5423166077,2.43587175930665,0.180144436562699,13.5086459095619,1.39055585183859e-41,1.58097686746792e-39,"Mature_vs_Early","S000006331",NA,"856245","YPR127W"
"YPR036W-A",1310.28957278736,3.62267432299976,0.269103379851808,13.4549504208647,2.87932373923659e-41,3.2081425102574e-39,"Mature_vs_Early","S000028425","SPO24","856149","SPO24"
"YBR072W",2101.11093304118,3.91431747285397,0.292871099306874,13.3630573030563,9.93962753331619e-41,1.08575813702166e-38,"Mature_vs_Early","S000000276","HSP26","852364","HSP26"
"YMR186W",3648.04783815781,2.58395765119459,0.194178397272036,13.3060084837954,2.13591531302817e-40,2.28830465555384e-38,"Mature_vs_Early","S000004798","HSC82","855224","HSC82"
"YER067W",1721.2979075569,3.79012135795485,0.287913421564044,13.1543414214576,1.60677392494149e-39,1.68893161053755e-37,"Mature_vs_Early","S000000869","RGI1","856797","RGI1"
"YLR092W",316.800446850253,3.1862116107414,0.24174984599825,13.1515123819313,1.66804322206123e-39,1.72086459075984e-37,"Mature_vs_Early","S000004082","SUL2","850781","SUL2"
"YKR034W",313.475617108433,-2.65290832168639,0.201655824741331,-13.1275013595139,2.29091435850461e-39,2.32048798022349e-37,"Mature_vs_Early","S000001742","DAL80","853904","DAL80"
"YKR039W",1799.89117112628,-2.27699350875622,0.174462721405075,-13.0489770548758,6.44063696132292e-39,6.40728366277321e-37,"Mature_vs_Early","S000001747","GAP1","853912","GAP1"
"YNL339C",180.796975670487,-4.17396716698066,0.315880221692143,-13.0121916878534,1.04306956289799e-38,1.01946325173767e-36,"Mature_vs_Early","S000005283","YRF1-6","855377","YRF1-6"
"YGR201C",158.135015927399,-2.97195225804433,0.228061220193303,-12.9540871351898,2.22770337410568e-38,2.13974749950737e-36,"Mature_vs_Early","S000003433",NA,"853115","YGR201C"
"YOR020C",475.957939808455,2.3087509751734,0.178196976998011,12.9488551344966,2.38484128330519e-38,2.2518560659819e-36,"Mature_vs_Early","S000005546","HSP10","854185","HSP10"
"YNL141W",202.857306710196,-2.57268694025516,0.199738364776686,-12.8377873646469,1.00711889919499e-37,9.35109897902551e-36,"Mature_vs_Early","S000005085","AAH1","855581","AAH1"
"YLR303W",1162.53473056632,3.16981537572966,0.247201300853468,12.8177439483746,1.30440890349172e-37,1.19128885268072e-35,"Mature_vs_Early","S000004294","MET17","851010","MET17"
"YKR069W",155.705731214191,2.98219516200132,0.231979547749578,12.8090204360456,1.45965550043597e-37,1.31157109563368e-35,"Mature_vs_Early","S000001777","MET1","853943","MET1"
"YDR345C",2255.43479515158,-2.46707159923439,0.19297030133569,-12.7813657047127,2.08378048092279e-37,1.84265731098744e-35,"Mature_vs_Early","S000002753","HXT3","851946","HXT3"
"YJL034W",1814.43467955502,2.251628255365,0.177031675095688,12.7179397295229,4.7009201478103e-37,4.09200408491424e-35,"Mature_vs_Early","S000003571","KAR2","853418","KAR2"
"YMR319C",154.965217920584,-3.23324395300311,0.252711796634025,-12.699777367715,5.92981545069514e-37,5.08230798089579e-35,"Mature_vs_Early","S000004938","FET4","855369","FET4"
"YPL240C",7027.25425256822,4.00463123757144,0.315781326004566,12.6737334379454,8.26834321432553e-37,6.97923334045569e-35,"Mature_vs_Early","S000006161","HSP82","855836","HSP82"
"YDR258C",3377.12727414883,3.16638371974765,0.251566853750075,12.5833204127457,2.60831585082761e-36,2.16879516491949e-34,"Mature_vs_Early","S000002666","HSP78","851845","HSP78"
"YDL210W",118.053908626276,-3.18982852443471,0.252544416512015,-12.5011067212493,7.36191871900495e-36,6.03136017405538e-34,"Mature_vs_Early","S000002369","UGA4","851317","UGA4"
"YNR067C",248.120546078128,2.56555921435271,0.204949218517898,12.4977309072747,7.68125567430956e-36,6.20177903790994e-34,"Mature_vs_Early","S000005350","DSE4","855804","DSE4"
"YIL155C",481.814343880599,3.3963695699147,0.273104746896889,12.4143226976339,2.18528315396585e-35,1.73917320724911e-33,"Mature_vs_Early","S000001417","GUT2","854651","GUT2"
"YDL059C",128.33567237046,3.58552589935131,0.286534378098489,12.399734777725,2.62189969055265e-35,2.05726805296744e-33,"Mature_vs_Early","S000002217","RAD59","851500","RAD59"
"YPR035W",902.088092143299,-2.79627503457792,0.225668799961457,-12.3817543255927,3.28091754043987e-35,2.53860994691535e-33,"Mature_vs_Early","S000006239","GLN1","856147","GLN1"
"YHL021C",291.605976565447,2.45560360662702,0.198467911217832,12.3590380096843,4.35335164773863e-35,3.32226329171944e-33,"Mature_vs_Early","S000001013","AIM17","856365","AIM17"
"YMR002W",410.701815785827,2.30718182897386,0.186618232136859,12.3557389021176,4.53569345227274e-35,3.41464165170425e-33,"Mature_vs_Early","S000004604","MIX17","855014","MIX17"
"YPL271W",1393.39451069592,2.74510692467666,0.22460465656585,12.2192375241701,2.45375261999097e-34,1.8226474461293e-32,"Mature_vs_Early","S000006192","ATP15","855857","ATP15"
"YHR183W",695.923557155693,-2.56560649211358,0.212066689013256,-12.089404864062,1.20153925911721e-33,8.807598963871e-32,"Mature_vs_Early","S000001226","GND1","856589","GND1"
"YMR122W-A",332.284674712586,2.92367125544904,0.241744528852293,12.0752164293512,1.42788064380639e-33,1.03308091774615e-31,"Mature_vs_Early","S000007524","NCW1","855152","NCW1"
"YCR032W",156.342936040887,-2.60087900836947,0.217730093636446,-11.8912526738941,1.31420553058949e-32,9.38646027040261e-31,"Mature_vs_Early","S000000628","BPH1","850398","BPH1"
"YNL277W",385.816294389626,2.67937255145639,0.225765830959702,11.8560990195046,2.00081676034308e-32,1.41095571795839e-30,"Mature_vs_Early","S000005221","MET2","855444","MET2"
"YJL116C",1142.61044356985,-3.67118068860791,0.310424968571476,-11.8078933864688,3.55353291925334e-32,2.45515933949748e-30,"Mature_vs_Early","S000003652","NCA3","853326","NCA3"
"YKL152C",2203.10778663002,-2.10327253160562,0.178103430227248,-11.8075116883007,3.56969855500442e-32,2.45515933949748e-30,"Mature_vs_Early","S000001635","GPM1","853705","GPM1"
"YMR088C",435.438538402109,-3.57460064101179,0.30254007305808,-11.7757774635684,5.20351163783294e-32,3.5352150407765e-30,"Mature_vs_Early","S000004694","VBA1","855113","VBA1"
"YPR043W",472.803384105805,1.78192898657116,0.152391378527215,11.690167971765,1.43103308429604e-31,9.60516302724489e-30,"Mature_vs_Early","S000006247","RPL43A","856156","RPL43A"
"YOL002C",204.178557169857,-2.86317234660117,0.244730780146002,-11.6496193062037,2.3048615899496e-31,1.52861713304872e-29,"Mature_vs_Early","S000005362","IZH2","854160","IZH2"
"YHR193C",335.479403022655,1.91979572780871,0.165731570022668,11.5784165627662,5.30162637290619e-31,3.47474829687769e-29,"Mature_vs_Early","S000001236","EGD2","856600","EGD2"
"YJR010W",156.493308727325,2.88808872934618,0.248679464372932,11.5732060660909,5.63373707911065e-31,3.64948247299133e-29,"Mature_vs_Early","S000003771","MET3","853466","MET3"
"YMR015C",527.852162258461,-3.22848405472527,0.278446180462108,-11.5709459743383,5.78413859951389e-31,3.70384323424044e-29,"Mature_vs_Early","S000004617","ERG5","855029","ERG5"
"YHL032C",329.09614259135,3.08518817815889,0.266235173620737,11.5682287378508,5.97024656649543e-31,3.77957313885751e-29,"Mature_vs_Early","S000001024","GUT1","856353","GUT1"
"YBL015W",367.383427645809,2.45008247143951,0.21209210947793,11.5429631875643,8.01168874407478e-31,5.01148324770618e-29,"Mature_vs_Early","S000000111","ACH1","852266","ACH1"
"YNCE0024W",6957.2842606315,3.51900996960749,0.304995569888402,11.5420618750635,8.09609571519576e-31,5.01148324770618e-29,"Mature_vs_Early","S000006491","SCR1","9164887","SCR1"
"YKR011C",274.776343231792,2.95422831264959,0.257012042598493,11.473030695772,1.80234350761479e-30,1.09863269340292e-28,"Mature_vs_Early","S000001719","FPT1","853881","FPT1"
"YPL092W",374.26676074213,2.21990477305786,0.193385404214395,11.4724590409841,1.81429200849162e-30,1.09863269340292e-28,"Mature_vs_Early","S000006013","SSU1","856013","SSU1"
"YEL069C",441.177623544241,7.9855233408061,0.442687627575099,11.3875630409863,4.82290017874904e-30,2.88907278449579e-28,"Mature_vs_Early","S000000795","HXT13","856640","HXT13"
"YOR047C",73.1454111690907,-3.46630149329011,0.297289045395495,-11.3771736789953,5.43321029049752e-30,3.22004409876188e-28,"Mature_vs_Early","S000005573","STD1","854212","STD1"
"YDR529C",1742.84726070543,2.62620342220276,0.230967523805318,11.3685772791477,5.99568813378985e-30,3.51599774666771e-28,"Mature_vs_Early","S000002937","QCR7","852142","QCR7"
"YER065C",234.948158809782,1.99920931953398,0.176651891774221,11.3073464220305,1.2068434054687e-29,7.00346313736053e-28,"Mature_vs_Early","S000000867","ICL1","856794","ICL1"
"YJR095W",94.4038675899533,3.62690634947587,0.314907497679507,11.2222105655709,3.17239815571921e-29,1.82200310572286e-27,"Mature_vs_Early","S000003856","SFC1","853558","SFC1"
"YPR103W",377.542777778456,1.97228795700588,0.175858872035144,11.2098380010222,3.64860549557024e-29,2.07412053222672e-27,"Mature_vs_Early","S000006307","PRE2","856218","PRE2"
"YKL016C",1000.73618813336,1.80427021929759,0.162286016310997,11.1168911540507,1.03827120967233e-28,5.84263526170156e-27,"Mature_vs_Early","S000001499","ATP7","853853","ATP7"
"YGL253W",240.590481576268,-3.18568701736921,0.2853788121863,-11.1085403279091,1.14007853418201e-28,6.35137751392798e-27,"Mature_vs_Early","S000003222","HXK2","852639","HXK2"
"YPL056C",79.9767824915825,3.48889612356008,0.310445288486019,11.10110316903,1.23904974453817e-28,6.83440210576452e-27,"Mature_vs_Early","S000005977","LCL1","856051","LCL1"
"YNL142W",1481.68195123823,-3.1267613920034,0.282538153239641,-11.0615081326921,1.92827656545621e-28,1.05317928883888e-26,"Mature_vs_Early","S000005086","MEP2","855580","MEP2"
"YPR191W",1268.28039608595,2.16574433085883,0.195997127393112,11.0482683651226,2.23483987266319e-28,1.20876630394239e-26,"Mature_vs_Early","S000006395","QCR2","856321","QCR2"
"YNCH0007W",1689.90195218717,4.19149892526736,0.380209440541719,11.0380287951923,2.50467575467056e-28,1.34168736819901e-26,"Mature_vs_Early","S000028470","RUF5-1","9164903","RUF5-1"
"YNL101W",374.987111291172,-2.84430675073603,0.257227415115441,-11.0362615550887,2.55441226267502e-28,1.35529816336786e-26,"Mature_vs_Early","S000005045","AVT4","855622","AVT4"
"YLR377C",412.980886828524,2.96237645910479,0.268336304914787,11.0146996427157,3.24617482773502e-28,1.70607924201054e-26,"Mature_vs_Early","S000004369","FBP1","851092","FBP1"
"YGR243W",336.156724064501,2.58491353026242,0.235097351980799,10.9834286128382,4.59159420929576e-28,2.39063283551277e-26,"Mature_vs_Early","S000003475","MPC3","853158","MPC3"
"YHR027C",914.264934577417,1.78328840949068,0.162616965273582,10.9647850966366,5.64344661595815e-28,2.91107787939841e-26,"Mature_vs_Early","S000001069","RPN1","856422","RPN1"
"YOR045W",196.022040479498,2.25276314020161,0.206668536817259,10.8864912787969,1.3369228336869e-27,6.83302486832083e-26,"Mature_vs_Early","S000005571","TOM6","854210","TOM6"
"YDL168W",773.242000767793,1.78064606694954,0.164836436984042,10.801014958077,3.4041952708962e-27,1.72407016856025e-25,"Mature_vs_Early","S000002327","SFA1","851386","SFA1"
"YDR174W",252.940187961736,2.24296313077231,0.209018584955877,10.7198331425395,8.21514026812688e-27,4.12311229132746e-25,"Mature_vs_Early","S000002581","HMO1","851754","HMO1"
"YOR285W",528.558901458042,2.23065676885708,0.208049906731517,10.7167877014766,8.49009507754982e-27,4.22306425687768e-25,"Mature_vs_Early","S000005811","RDL1","854459","RDL1"
"YDL204W",793.094206276259,2.35366461043924,0.219571346502158,10.7144145734947,8.71065907865038e-27,4.29443201125321e-25,"Mature_vs_Early","S000002363","RTN2","851323","RTN2"
"YBR052C",330.704037226337,2.28464857201508,0.21323537700801,10.7063988761297,9.49850792201967e-27,4.64177084505014e-25,"Mature_vs_Early","S000000256","RFS1","852341","RFS1"
"YML081C-A",637.742614972254,2.29112370358279,0.214281287739102,10.6881683968556,1.15631924334037e-26,5.60161261273843e-25,"Mature_vs_Early","S000007247","ATP18","854893","ATP18"
"YOR348C",634.073163603763,-2.36402503808491,0.221273452590661,-10.673694338901,1.35143996730945e-26,6.49040694644909e-25,"Mature_vs_Early","S000005875","PUT4","854530","PUT4"
"YMR105C",429.01842197541,2.30034466082957,0.215485678261513,10.6671388839707,1.45023282621531e-26,6.9053393802098e-25,"Mature_vs_Early","S000004711","PGM2","855131","PGM2"
"YJL102W",267.47743882774,1.79782080311351,0.168483353704875,10.6652258843482,1.48038893232936e-26,6.98919215424312e-25,"Mature_vs_Early","S000003638","MEF2","853342","MEF2"
"YCL018W",285.046659187907,-2.97496780393604,0.278214578213974,-10.662882602156,1.51817622963722e-26,7.10736115572179e-25,"Mature_vs_Early","S000000523","LEU2","850342","LEU2"
"YNL030W",603.737121080518,1.8879985276163,0.177063277842705,10.6607510649977,1.55337871507591e-26,7.21156068473993e-25,"Mature_vs_Early","S000004975","HHF2","855701","HHF2"
"YER132C",177.883300824217,-2.08814027390816,0.1956874846467,-10.6459349821017,1.82146375723913e-26,8.38625999304067e-25,"Mature_vs_Early","S000000934","PMD1","856869","PMD1"
"YLR152C",153.018524944336,-2.33127473265021,0.218312372968164,-10.6405444456363,1.92998284789958e-26,8.81306102102341e-25,"Mature_vs_Early","S000004142",NA,"850845","YLR152C"
"YDR089W",136.753324728888,-2.18962821209959,0.205104677525278,-10.6359759608624,2.02695366960788e-26,9.18061698649228e-25,"Mature_vs_Early","S000002496","VTC5","851663","VTC5"
"YGR142W",3060.35785191089,5.5278168362239,0.522844520957599,10.6298161288131,2.16538973303397e-26,9.72853726026795e-25,"Mature_vs_Early","S000003374","BTN2","853043","BTN2"
"YPL201C",71.5131440884766,4.28146127313123,0.382172551359091,10.6172977081796,2.47625878404947e-26,1.10361901487517e-24,"Mature_vs_Early","S000006122","YIG1","855900","YIG1"
"YLR216C",243.367105814323,2.61095013123189,0.245613124202044,10.6127609516355,2.59951994197483e-26,1.14935917434459e-24,"Mature_vs_Early","S000004206","CPR6","850914","CPR6"
"YDL130W-A",787.959712792122,3.82845595891505,0.36091912082461,10.5906396936195,3.29333502902587e-26,1.44465901155143e-24,"Mature_vs_Early","S000007232","STF1","851426","STF1"
"YAL012W",95.4877024159423,2.80775948010895,0.263857773124232,10.5630961641778,4.41843048501334e-26,1.92305283062573e-24,"Mature_vs_Early","S000000010","CYS3","851221","CYS3"
"YHL016C",192.462534415871,-2.21135870647019,0.208985137186845,-10.5548400516764,4.8246058256866e-26,2.08355651588373e-24,"Mature_vs_Early","S000001008","DUR3","856370","DUR3"
"YIR017C",97.0552082384067,2.59769228369871,0.245196023176551,10.5480177457104,5.18800673473693e-26,2.22326042455534e-24,"Mature_vs_Early","S000001456","MET28","854834","MET28"
"YDL181W",405.071248338347,1.86703185127173,0.17828087033101,10.4691026453849,1.19772983165419e-25,5.09355182606525e-24,"Mature_vs_Early","S000002340","INH1","851347","INH1"
"YLR157C-C",5103.67428273018,3.61756294596217,0.346667910937484,10.4470120014167,1.51214400953161e-25,6.33395058428615e-24,"Mature_vs_Early","S000028565",NA,"1466414","YLR157C-C"
"YML087C",267.99825607229,2.29599183452287,0.219561984311819,10.4470903895533,1.51089504606911e-25,6.33395058428615e-24,"Mature_vs_Early","S000004552","AIM33","854887","AIM33"
"YLR004C",99.3322348151673,-2.53152057107533,0.240947778054743,-10.4309091236406,1.79165774384031e-25,7.4487502171152e-24,"Mature_vs_Early","S000003994","THI73","850690","THI73"
"YDL184C",128.302785439945,2.93627056748545,0.282768705069365,10.3409273647355,4.60063669630205e-25,1.89852941000731e-23,"Mature_vs_Early","S000002343","RPL41A","851344","RPL41A"
"YHR005C-A",223.714469990713,2.29336745233083,0.221657136888111,10.3349961830816,4.89431583195773e-25,2.0048701102821e-23,"Mature_vs_Early","S000003530","TIM10","856395","TIM10"
"YDR492W",266.427604893185,-2.21079333826378,0.213652747796961,-10.332647092937,5.01569916177311e-25,2.03419721868367e-23,"Mature_vs_Early","S000002900","IZH1","852102","IZH1"
"YHL050C",266.55306341634,-2.48239597190956,0.239730553496979,-10.332203797753,5.03893764455836e-25,2.03419721868367e-23,"Mature_vs_Early","S000001042",NA,"856335","YHL050C"
"YNL134C",932.266487394257,1.68909484617873,0.164850197874458,10.2453990884743,1.24111616562781e-24,4.97428644511694e-23,"Mature_vs_Early","S000005078",NA,"855588","YNL134C"
"YEL070W",340.848597344457,8.58780110079158,0.473591611617753,10.2441562550257,1.25716950052911e-24,5.00263663389121e-23,"Mature_vs_Early","S000000796","DSF1","856639","DSF1"
"YBL064C",1444.35746497599,1.36909955570436,0.133656648370593,10.242944758735,1.27301602089692e-24,5.02976755490548e-23,"Mature_vs_Early","S000000160","PRX1","852215","PRX1"
"YKL085W",1878.2766256901,2.17645583912523,0.212859596682033,10.2231931554692,1.56111979087725e-24,6.12464672885714e-23,"Mature_vs_Early","S000001568","MDH1","853777","MDH1"
"YPR030W",289.125793411058,2.19255788626488,0.215725638842981,10.1559333768198,3.11812104721731e-24,1.21475890587746e-22,"Mature_vs_Early","S000006234","CSR2","856142","CSR2"
"YOL086C",1099.01579384076,-1.78805620045158,0.176785537543969,-10.1112967421738,4.92283208960729e-24,1.90452066466682e-22,"Mature_vs_Early","S000005446","ADH1","854068","ADH1"
"YKL148C",800.263397196304,1.79511768998434,0.178007264193125,10.0830750375087,6.56391012178198e-24,2.5218995371343e-22,"Mature_vs_Early","S000001631","SDH1","853709","SDH1"
"YBR230W-A",163.110771506833,3.09748680625575,0.306958406116732,10.053161586425,8.89664136739511e-24,3.39473897655878e-22,"Mature_vs_Early","S000029722","COQ21","2777172","COQ21"
"YMR246W",186.710933659582,-3.08177388018159,0.305127767287592,-10.0374872400094,1.04297113300713e-23,3.9526477428454e-22,"Mature_vs_Early","S000004860","FAA4","855288","FAA4"
"YLR390W",109.044346189981,3.09429981414301,0.306575675911691,10.0313699299677,1.10966181019175e-23,4.17697698957988e-22,"Mature_vs_Early","S000004382","ECM19","851106","ECM19"
"YDR500C",392.280400179659,1.5440514145881,0.153906655133949,10.0303402154072,1.12129573149137e-23,4.19244195982445e-22,"Mature_vs_Early","S000002908","RPL37B","852111","RPL37B"
"YNCC0012C",459.703471305928,-4.36473509930987,0.433804366540509,-10.007360295109,1.41477059096735e-23,5.25445797485273e-22,"Mature_vs_Early","S000007314","SNR189","9164873","SNR189"
"YCL064C",98.6964615906084,-2.87224071247744,0.284587615556691,-9.99247380954997,1.64426140198868e-23,6.06634454998604e-22,"Mature_vs_Early","S000000569","CHA1","850295","CHA1"
"YNCL0027W",14924.7484136403,3.66307510861534,0.368724061564112,9.95234736146202,2.46303745285181e-23,9.02735634857727e-22,"Mature_vs_Early","S000006480","RDN5-2","9164928","RDN5-2"
"YLR056W",324.428161041438,-2.60759239728026,0.261799874440616,-9.94348257209415,2.69246048687877e-23,9.80372377281151e-22,"Mature_vs_Early","S000004046","ERG3","850745","ERG3"
