"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","SGD","GENENAME","ENTREZID","label"
"YBL076C",381.185191235099,0.711731494707521,0.265444473938431,2.68100274634699,0.00734019135333623,0.0208421029711703,"NS","S000000172","ILS1","852202","ILS1"
"YBL078C",185.317441409187,-1.04172298983844,0.256538370662288,-4.05932353803849,4.92150836972186e-05,0.000281496130674748,"Down","S000000174","ATG8","852200","ATG8"
"YBL079W",178.473620777247,0.210064465695468,0.206954557756799,1.0175962503955,0.308869870014594,0.429212782701746,"NS","S000000175","NUP170","852199","NUP170"
"YBL080C",33.4681870117237,-0.0609501579271685,0.296642277530048,-0.205611966013056,0.837094029715148,0.889801724774487,"NS","S000000176","PET112","852198","PET112"
"YBL081W",32.567620399125,0.53913088272995,0.331598403050506,1.62465790250866,0.104235472042192,0.182838732602976,"NS","S000000177",NA,"852197","YBL081W"
"YBL082C",47.6875521660794,0.788330932775687,0.346613843899995,2.27627038938844,0.0228298312300725,0.0523610497252919,"NS","S000000178","ALG3","852196","ALG3"
"YBL084C",102.857210795919,-0.149711865494671,0.286444521353228,-0.520941016882715,0.602407860957689,0.706340627656202,"NS","S000000180","CDC27","852194","CDC27"
"YBL085W",125.942278064821,-0.0417177879036348,0.213937593953567,-0.194909734967423,0.845463612953105,0.895622321308566,"NS","S000000181","BOI1","852193","BOI1"
"YBL086C",146.497711839963,-1.54858746135387,0.262552051721604,-5.89326355458224,3.7864175789062e-09,5.20842773631764e-08,"Down","S000000182",NA,"852192","YBL086C"
"YBL087C",163.188244862114,0.288980336862643,0.225383459312945,1.28154505551022,0.200002285009882,0.307114864881492,"NS","S000000183","RPL23A","852191","RPL23A"
"YBL088C",193.444131890326,0.325205252278947,0.191374289573441,1.70227959583183,0.0887029678889959,0.160599361101591,"NS","S000000184","TEL1","852190","TEL1"
"YBL089W",51.3934090663886,0.157562176962805,0.276279148419919,0.572295726190693,0.567121644644222,0.675092880836103,"NS","S000000185","AVT5","852189","AVT5"
"YBL090W",106.213685705448,0.0625253341354107,0.202537903619647,0.305984242423504,0.759616643470111,0.835568099307391,"NS","S000000186","MRP21","852188","MRP21"
"YBL091C",440.52136824025,-0.739503333286277,0.172932615619518,-4.27608304700213,1.90210292627865e-05,0.000121940338346356,"NS","S000000187","MAP2","852187","MAP2"
"YBL091C-A",37.1901314175711,-0.467554557963597,0.327096252340515,-1.42884261953422,0.153049472764906,0.2476440931668,"NS","S000007228","SCS22","852186","SCS22"
"YBL092W",640.593549094651,0.241437316774045,0.183360098811253,1.31637816960449,0.188047145815312,0.291651071641733,"NS","S000000188","RPL32","852185","RPL32"
"YBL093C",64.9799398718354,0.0942265407719903,0.257165853042903,0.367207528013008,0.713464224439085,0.797014075466241,"NS","S000000189","ROX3","852184","ROX3"
"YBL095W",98.3535226306896,1.14765086001663,0.284593729544934,4.03739923482241,5.4047047246541e-05,0.000307554749959632,"Up","S000000191","MRX3","852181","MRX3"
"YBL097W",47.5706448926041,-0.178173872735092,0.298377995053137,-0.596471816171669,0.5508600764856,0.659824013352242,"NS","S000000193","BRN1","852180","BRN1"
"YBL098W",58.3295251877855,0.461092021596094,0.246411397738745,1.86916174831911,0.0616003143075397,0.118654554726927,"NS","S000000194","BNA4","852179","BNA4"
"YBL099W",2779.42366654356,-0.374010393007549,0.161846330549662,-2.3108898722895,0.0208389386124857,0.0485592296658929,"NS","S000000195","ATP1","852177","ATP1"
"YBL100W-C",7.36031675543685,-4.85339478756789,0.701570262634684,-5.62202258933623,1.88734578034273e-08,2.27584487928341e-07,"Down","S000028598",NA,"1466439","YBL100W-C"
"YBL101C",218.438744012746,-0.313957644314147,0.190581580412241,-1.64693021914445,0.0995723896842712,0.176605470528836,"NS","S000000197","ECM21","852173","ECM21"
"YBL102W",53.1253950288487,-0.543763463951193,0.261824402065327,-2.07687295711436,0.0378132863017988,0.0796739099800761,"NS","S000000198","SFT2","852172","SFT2"
